Year,Month,Day,Hour,Minute,Relative Humidity,Temperature,Pressure
2012,1,19,20,30,50.39,12,940
2012,1,19,21,30,46.21,12,940
2012,1,19,22,30,48.22,11,940
2012,1,19,23,30,55,10,940
2012,1,20,0,30,64.79,10,940
2012,1,20,1,30,71.61,9,940
2012,1,20,2,30,83.05,8,940
2012,1,20,3,30,88.23,8,940
2012,1,20,4,30,92.52,8,940
2012,1,20,5,30,95.81,8,940
2012,1,20,6,30,97.15,8,940
2012,1,20,7,30,90.82,10,940
2012,1,20,8,30,71.19,13,940
2012,1,20,9,30,55.74,17,940
2012,1,20,10,30,45.43,20,940
2012,1,20,11,30,30.93,23,940
2012,1,20,12,30,22.7,25,940
2012,1,20,13,30,17.82,26,940
2012,1,20,14,30,15.76,26,940
2012,1,20,15,30,17.91,25,940
2012,1,20,16,30,40.63,21,940
2012,1,20,17,30,52.07,16,940
2012,1,20,18,30,51.1,14,940
2012,1,20,19,30,52.41,13,940
2012,1,20,20,30,53.41,12,940
2012,1,20,21,30,53.28,12,940
2012,1,20,22,30,53.02,11,940
2012,1,20,23,30,53.86,9,940
2012,1,21,0,30,59.43,8,940
2012,1,21,1,30,61.72,6,940
2012,1,21,2,30,72.25,5,940
2012,1,21,3,30,82.06,3,940
2012,1,21,4,30,89.18,2,940
2012,1,21,5,30,92.25,2,940
2012,1,21,6,30,87.04,1,940
2012,1,21,7,30,82.46,1,940
2012,1,21,8,30,68.74,3,950
2012,1,21,9,30,56.08,6,950
2012,1,21,10,30,50.96,9,950
2012,1,21,11,30,43.94,12,940
2012,1,21,12,30,38.18,14,940
2012,1,21,13,30,37.75,15,940
2012,1,21,14,30,36.27,16,940
2012,1,21,15,30,37.08,16,940
2012,1,21,16,30,49.34,15,940
2012,1,21,17,30,70.23,12,940
2012,1,21,18,30,74.52,10,940
2012,1,21,19,30,75.61,9,940
2012,1,21,20,30,72.25,9,940
2012,1,21,21,30,76.28,9,940
2012,1,21,22,30,76.68,8,940
2012,1,21,23,30,84.16,8,940
2012,1,22,0,30,86.63,7,940
2012,1,22,1,30,88,7,940
2012,1,22,2,30,88.58,7,940
2012,1,22,3,30,90.04,7,940
2012,1,22,4,30,94.7,7,940
2012,1,22,5,30,100,7,940
2012,1,22,6,30,100,8,940
2012,1,22,7,30,97.07,10,940
2012,1,22,8,30,86.95,12,940
2012,1,22,9,30,62.59,16,940
2012,1,22,10,30,39.38,19,940
2012,1,22,11,30,25.51,20,940
2012,1,22,12,30,19.1,21,940
2012,1,22,13,30,15.87,22,940
2012,1,22,14,30,15.75,21,940
2012,1,22,15,30,16.07,20,940
2012,1,22,16,30,20.66,17,940
2012,1,22,17,30,39.42,13,940
2012,1,22,18,30,46.37,10,940
2012,1,22,19,30,48.59,9,940
2012,1,22,20,30,50.64,8,940
2012,1,22,21,30,52.9,7,940
2012,1,22,22,30,55.63,6,940
2012,1,22,23,30,58.54,5,940
2012,1,23,0,30,62.21,4,940
2012,1,23,1,30,68.01,3,940
2012,1,23,2,30,76.39,3,940
2012,1,23,3,30,81.17,2,940
2012,1,23,4,30,91.5,2,940
2012,1,23,5,30,93.53,1,950
2012,1,23,6,30,94.05,1,950
2012,1,23,7,30,87.68,3,950
2012,1,23,8,30,72.24,6,950
2012,1,23,9,30,55.22,10,950
2012,1,23,10,30,40.14,13,950
2012,1,23,11,30,33.33,16,950
2012,1,23,12,30,28.7,18,940
2012,1,23,13,30,25.46,20,940
2012,1,23,14,30,23.15,21,940
2012,1,23,15,30,23.02,20,940
2012,1,23,16,30,38.53,17,940
2012,1,23,17,30,63.41,12,940
2012,1,23,18,30,64.36,10,940
2012,1,23,19,30,68.59,9,940
2012,1,23,20,30,74.54,8,940
2012,1,23,21,30,81.1,8,940
2012,1,23,22,30,87.48,7,940
2012,1,23,23,30,87.41,6,940
2012,1,24,0,30,87.32,6,940
2012,1,24,1,30,87.64,6,940
2012,1,24,2,30,88.45,6,940
2012,1,24,3,30,90.3,6,940
2012,1,24,4,30,87.33,7,940
2012,1,24,5,30,91.42,7,940
2012,1,24,6,30,89.56,8,940
2012,1,24,7,30,93.61,9,940
2012,1,24,8,30,86.68,11,940
2012,1,24,9,30,82.69,13,940
2012,1,24,10,30,79.84,14,940
2012,1,24,11,30,80.36,15,940
2012,1,24,12,30,80.47,16,940
2012,1,24,13,30,81.22,17,940
2012,1,24,14,30,81.74,18,940
2012,1,24,15,30,86.02,18,940
2012,1,24,16,30,95.49,17,940
2012,1,24,17,30,100,15,940
2012,1,24,18,30,100,15,940
2012,1,24,19,30,100,15,940
2012,1,24,20,30,100,14,940
2012,1,24,21,30,100,14,940
2012,1,24,22,30,100,14,940
2012,1,24,23,30,100,14,940
2012,1,25,0,30,100,14,940
2012,1,25,1,30,100,13,940
2012,1,25,2,30,100,12,940
2012,1,25,3,30,100,11,940
2012,1,25,4,30,100,9,940
2012,1,25,5,30,100,8,940
2012,1,25,6,30,100,7,940
2012,1,25,7,30,100,7,940
2012,1,25,8,30,98.66,7,940
2012,1,25,9,30,84.4,8,940
2012,1,25,10,30,76.87,10,940
2012,1,25,11,30,70.49,13,940
2012,1,25,12,30,67.61,14,940
2012,1,25,13,30,67.64,13,940
2012,1,25,14,30,71.13,12,940
2012,1,25,15,30,79.83,10,940
2012,1,25,16,30,88.65,8,940
2012,1,25,17,30,96.3,7,940
2012,1,25,18,30,96.53,5,940
2012,1,25,19,30,98.47,4,940
2012,1,25,20,30,96.11,4,940
2012,1,25,21,30,94.78,4,940
2012,1,25,22,30,94.64,4,940
2012,1,25,23,30,95.68,4,940
2012,1,26,0,30,97.27,4,940
2012,1,26,1,30,98.87,4,940
2012,1,26,2,30,99.56,4,940
2012,1,26,3,30,100,3,940
2012,1,26,4,30,100,3,940
2012,1,26,5,30,100,3,940
2012,1,26,6,30,100,2,940
2012,1,26,7,30,94.94,3,940
2012,1,26,8,30,82.5,6,950
2012,1,26,9,30,65.38,10,950
2012,1,26,10,30,46.3,14,950
2012,1,26,11,30,33.66,17,940
2012,1,26,12,30,29.97,18,940
2012,1,26,13,30,28.34,18,940
2012,1,26,14,30,29.15,18,940
2012,1,26,15,30,32.1,17,940
2012,1,26,16,30,42.56,15,940
2012,1,26,17,30,70.75,11,950
2012,1,26,18,30,71.82,9,950
2012,1,26,19,30,74.52,9,950
2012,1,26,20,30,71.61,9,950
2012,1,26,21,30,68.65,9,950
2012,1,26,22,30,65.68,9,950
2012,1,26,23,30,62.92,8,950
2012,1,27,0,30,66,7,950
2012,1,27,1,30,70.29,6,950
2012,1,27,2,30,81.09,4,940
2012,1,27,3,30,80.99,4,940
2012,1,27,4,30,80.95,4,940
2012,1,27,5,30,81,4,940
2012,1,27,6,30,81.24,4,940
2012,1,27,7,30,76.65,6,940
2012,1,27,8,30,65.19,9,940
2012,1,27,9,30,53.48,13,940
2012,1,27,10,30,43.56,16,940
2012,1,27,11,30,34.55,18,940
2012,1,27,12,30,31.42,19,940
2012,1,27,13,30,29.06,20,940
2012,1,27,14,30,29.07,21,940
2012,1,27,15,30,31.27,20,940
2012,1,27,16,30,43.02,17,940
2012,1,27,17,30,66.28,13,940
2012,1,27,18,30,69.97,11,940
2012,1,27,19,30,68.35,11,940
2012,1,27,20,30,66.13,11,950
2012,1,27,21,30,62.65,10,950
2012,1,27,22,30,72.02,8,950
2012,1,27,23,30,72.61,7,950
2012,1,28,0,30,78.79,6,950
2012,1,28,1,30,78.06,5,950
2012,1,28,2,30,72.06,4,950
2012,1,28,3,30,72.88,4,950
2012,1,28,4,30,70.13,3,950
2012,1,28,5,30,73.95,2,950
2012,1,28,6,30,73.46,2,950
2012,1,28,7,30,73.06,2,960
2012,1,28,8,30,60.05,4,960
2012,1,28,9,30,41.02,7,960
2012,1,28,10,30,27.37,9,960
2012,1,28,11,30,24.09,11,960
2012,1,28,12,30,23.06,12,960
2012,1,28,13,30,22.68,13,960
2012,1,28,14,30,23.72,13,950
2012,1,28,15,30,24.45,12,950
2012,1,28,16,30,28.35,10,960
2012,1,28,17,30,47.9,7,960
2012,1,28,18,30,57.93,6,960
2012,1,28,19,30,59.77,5,960
2012,1,28,20,30,65.43,4,960
2012,1,28,21,30,72.66,3,960
2012,1,28,22,30,78.64,2,960
2012,1,28,23,30,77.49,1,960
2012,1,29,0,30,75.09,1,960
2012,1,29,1,30,72.31,1,960
2012,1,29,2,30,69.18,1,960
2012,1,29,3,30,66.26,1,960
2012,1,29,4,30,69.07,1,960
2012,1,29,5,30,67.5,0,960
2012,1,29,6,30,66.26,0,960
2012,1,29,7,30,63.6,1,960
2012,1,29,8,30,50.49,4,960
2012,1,29,9,30,37.49,8,960
2012,1,29,10,30,26.89,12,960
2012,1,29,11,30,25.52,14,960
2012,1,29,12,30,26.96,15,950
2012,1,29,13,30,28.68,16,950
2012,1,29,14,30,31.64,16,950
2012,1,29,15,30,35.98,15,950
2012,1,29,16,30,43.42,13,950
2012,1,29,17,30,68.2,10,950
2012,1,29,18,30,75.28,8,950
2012,1,29,19,30,73,7,950
2012,1,29,20,30,76.54,6,950
2012,1,29,21,30,75.03,6,950
2012,1,29,22,30,78.9,5,950
2012,1,29,23,30,77.62,5,950
2012,1,30,0,30,76.58,5,950
2012,1,30,1,30,75.9,5,950
2012,1,30,2,30,82,5,950
2012,1,30,3,30,84.56,4,950
2012,1,30,4,30,88.59,4,950
2012,1,30,5,30,93.94,5,950
2012,1,30,6,30,94.32,5,950
2012,1,30,7,30,94.84,6,950
2012,1,30,8,30,83.97,9,950
2012,1,30,9,30,76.09,12,950
2012,1,30,10,30,72.58,15,950
2012,1,30,11,30,70.77,16,950
2012,1,30,12,30,67.96,16,950
2012,1,30,13,30,68.83,16,950
2012,1,30,14,30,69.07,16,950
2012,1,30,15,30,73.66,16,950
2012,1,30,16,30,78.94,15,950
2012,1,30,17,30,85.73,13,950
2012,1,30,18,30,99.58,11,950
2012,1,30,19,30,100,11,950
2012,1,30,20,30,100,11,950
2012,1,30,21,30,100,11,950
2012,1,30,22,30,100,11,950
2012,1,30,23,30,100,11,950
2012,1,31,0,30,100,11,950
2012,1,31,1,30,100,11,950
2012,1,31,2,30,100,10,950
2012,1,31,3,30,100,10,950
2012,1,31,4,30,100,10,950
2012,1,31,5,30,100,10,950
2012,1,31,6,30,100,10,950
2012,1,31,7,30,99.28,10,950
2012,1,31,8,30,92.93,12,950
2012,1,31,9,30,83.79,15,950
2012,1,31,10,30,68.94,18,950
2012,1,31,11,30,57.36,21,950
2012,1,31,12,30,51.07,22,950
2012,1,31,13,30,45.63,23,940
2012,1,31,14,30,41.34,23,940
2012,1,31,15,30,42.94,22,940
2012,1,31,16,30,54.5,19,940
2012,1,31,17,30,83.22,15,940
2012,1,31,18,30,85.25,13,950
2012,1,31,19,30,89.87,12,950
2012,1,31,20,30,95.92,12,950
2012,1,31,21,30,97.62,11,950
